Order_ID,Order_Date,Customer_ID,Product_ID,Sales_Rep_ID,Quantity,Discount_Pct,Unit_Selling_Price
10011,2024-05-19,C0187,P 005,SR05,1,0.1,49.5
10028,2024-05-26,C0336,P 008,SR01,1,0.2,68.0
10060,2024-05-27,C0161,P 010,SR08,1,0.1,202.5
10069,2024-05-01,C0147,P 014,SR04,2,0.05,9.5
10072,2024-05-10,C0202,P 019,SR03,1,0.0,125.0
10094,2024-05-05,C0217,P 018,SR09,1,0.1,324.0
10096,2024-05-05,C0301,P 020,SR02,1,0.05,52.25
10100,2024-05-24,C0026,P 008,SR08,2,0.1,76.5
10102,2024-05-26,C0287,P 016,SR05,2,0.05,156.75
10121,2024-05-11,C0090,P 011,SR07,2,0.1,99.0
10131,2024-05-22,C0160,P 011,SR10,1,0.1,99.0
10133,2024-05-25,C0323,P 010,SR06,1,0.0,225.0
10144,2024-05-15,C0003,P 016,SR07,1,0.1,148.5
10152,2024-05-22,C0342,P 005,SR04,1,0.05,52.25
10164,2024-05-09,C0267,P 018,SR08,1,0.1,324.0
10168,2024-05-03,C0231,P 018,SR05,3,0.1,324.0
10192,2024-05-19,C0347,P 008,SR02,1,0.05,80.75
10197,2024-05-01,C0032,P 007,SR01,1,0.0,30.0
10207,2024-05-08,C0261,P 003,SR01,1,0.1,31.5
10227,2024-05-03,C0075,P 007,SR09,3,0.15,25.5
10234,2024-05-08,C0280,P 004,SR06,1,0.0,45.0
10236,2024-05-31,C0036,P 012,SR10,1,0.1,28.8
10252,2024-05-04,C0167,P 012,SR08,2,0.0,32.0
10272,2024-05-12,C0227,P 009,SR04,3,0.15,123.25
10273,2024-05-13,C0211,P 012,SR09,1,0.0,32.0
10285,2024-05-13,C0251,P 002,SR08,1,0.05,61.75
10286,2024-05-21,C0100,P 008,SR03,1,0.0,85.0
10298,2024-05-28,C0325,P 016,SR04,1,0.0,165.0
10317,2024-05-06,C0046,P 013,SR01,1,0.05,42.75
10333,2024-05-25,C0099,P 013,SR07,1,0.0,45.0
10334,2024-05-01,C0030,P 012,SR02,1,0.15,27.2
10340,2024-05-05,C0305,P 017,SR06,2,0.0,285.0
10344,2024-05-04,C0245,P 010,SR05,2,0.1,202.5
10354,2024-05-31,C0250,P 019,SR05,2,0.15,106.25
10356,2024-05-26,C0064,P 002,SR06,1,0.1,58.5
10357,2024-05-19,C0246,P 011,SR07,1,0.05,104.5
10365,2024-05-26,C0063,P 006,SR03,1,0.1,45.0
10371,2024-05-14,C0067,P 001,SR04,2,0.05,14.25
10384,2024-05-27,C0160,P 018,SR02,2,0.0,360.0
10391,2024-05-26,C0137,P 002,SR04,2,0.1,58.5
10417,2024-05-14,C0228,P 015,SR03,1,0.05,13.3
10457,2024-05-11,C0279,P 010,SR04,1,0.05,213.75
10490,2024-05-03,C0113,P 012,SR05,1,0.05,30.4
10496,2024-05-07,C0310,P 020,SR08,1,0.05,52.25
10513,2024-05-24,C0330,P 018,SR06,1,0.1,324.0
10520,2024-05-17,C0338,P 006,SR03,1,0.0,50.0
