Order_ID,Order_Date,Customer_ID,Product_ID,Sales_Rep_ID,Quantity,Discount_Pct,Unit_Selling_Price
10034,2024-01-13,C0046,P017,SR09,2,0.1,256.5
10040,2024-01-07,C0029,P011,SR01,1,0.05,104.5
10044,2024-01-27,C0195,P017,SR08,1,0.1,256.5
10045,2024-01-21,C0303,P016,SR05,2,0.0,165.0
10068,2024-01-14,C0012,P012,SR09,2,0.05,30.4
10074,2024-01-24,C0293,P004,SR04,1,0.0,45.0
10087,2024-01-01,C0313,P020,SR09,1,0.1,49.5
10093,2024-01-12,C0276,P018,SR08,2,0.1,324.0
10097,2024-01-08,C0341,P001,SR07,2,0.0,15.0
10126,2024-01-10,C0121,P010,SR08,2,0.1,202.5
10128,2024-01-19,C0100,P007,SR10,2,0.0,30.0
10138,2024-01-05,C0027,P008,SR06,1,0.1,76.5
10155,2024-01-07,C0014,P009,SR05,1,0.0,145.0
10160,2024-01-25,C0141,P002,SR08,1,0.15,55.25
10161,2024-01-25,C0079,P004,SR04,1,0.1,40.5
10170,2024-01-14,C0229,P005,SR07,1,0.15,46.75
10178,2024-01-17,C0120,P009,SR09,2,0.1,130.5
10185,2024-01-17,C0133,P020,SR05,1,0.1,49.5
10187,2024-01-28,C0051,P011,SR10,1,0.0,110.0
10198,2024-01-18,C0149,P013,SR05,4,0.05,42.75
10209,2024-01-10,C0302,P007,SR02,1,0.0,30.0
10210,2024-01-13,C0086,P010,SR10,2,0.1,202.5
10211,2024-01-12,C0209,P014,SR09,3,0.1,9.0
10212,2024-01-20,C0075,P016,SR03,2,0.05,156.75
10217,2024-01-20,C0273,P007,SR04,1,0.0,30.0
10218,2024-01-03,C0216,P005,SR10,1,0.05,52.25
10241,2024-01-07,C0070,P015,SR02,2,0.1,12.6
10251,2024-01-22,C0112,P002,SR10,1,0.2,52.0
10261,2024-01-08,C0297,P004,SR05,2,0.05,42.75
10318,2024-01-19,C0332,P008,SR08,2,0.05,80.75
10351,2024-01-21,C0300,P011,SR07,1,0.0,110.0
10355,2024-01-08,C0284,P005,SR01,2,0.1,49.5
10359,2024-01-17,C0147,P016,SR04,2,0.15,140.25
10366,2024-01-13,C0189,P016,SR02,1,0.1,148.5
10372,2024-01-01,C0037,P013,SR08,3,0.1,40.5
10377,2024-01-16,C0066,P008,SR01,1,0.1,76.5
10379,2024-01-13,C0184,P015,SR02,1,0.0,14.0
10386,2024-01-12,C0119,P014,SR02,1,0.2,8.0
10396,2024-01-11,C0273,P004,SR09,1,0.05,42.75
10397,2024-01-21,C0340,P019,SR03,2,0.15,106.25
10402,2024-01-16,C0137,P009,SR06,1,0.05,137.75
10411,2024-01-29,C0171,P004,SR10,1,0.1,40.5
10421,2024-01-04,C0090,P008,SR09,1,0.05,80.75
10436,2024-01-19,C0311,P006,SR06,1,0.1,45.0
10439,2024-01-08,C0141,P010,SR08,2,0.05,213.75
10462,2024-01-04,C0323,P002,SR09,1,0.15,55.25
10467,2024-01-03,C0179,P015,SR04,4,0.05,13.3
10471,2024-01-16,C0022,P008,SR01,1,0.2,68.0
10473,2024-01-10,C0214,P017,SR04,3,0.0,285.0
10477,2024-01-01,C0167,P017,SR02,2,0.1,256.5
10485,2024-01-13,C0240,P003,SR03,1,0.1,31.5
10487,2024-01-02,C0022,P019,SR09,2,0.05,118.75
10488,2024-01-07,C0206,P003,SR02,2,0.05,33.25
10544,2024-01-18,C0094,P001,SR01,1,0.0,15.0
10549,2024-01-19,C0195,P010,SR08,2,0.0,225.0
10596,2024-01-14,C0203,P011,SR02,1,0.0,110.0
10629,2024-01-18,C0295,P004,SR09,1,0.1,40.5
10639,2024-01-13,C0045,P010,SR02,1,0.2,180.0
10674,2024-01-25,C0277,P005,SR06,3,0.15,46.75
10686,2024-01-22,C0166,P003,SR08,1,0.1,31.5
10692,2024-01-20,C0198,P018,SR02,1,0.1,324.0
10694,2024-01-19,C0063,P011,SR03,1,0.05,104.5
10715,2024-01-30,C0281,P002,SR08,1,0.05,61.75
10716,2024-01-25,C0074,P014,SR10,1,0.0,10.0
10719,2024-01-11,C0085,P013,SR07,1,0.0,45.0
10733,2024-01-30,C0045,P019,SR07,2,0.05,118.75
10755,2024-01-12,C0073,P012,SR10,1,0.0,32.0
10759,2024-01-12,C0101,P020,SR07,1,0.0,55.0
