Order_ID,Order_Date,Customer_ID,Product_ID,Sales_Rep_ID,Quantity,Discount_Pct,Unit_Selling_Price
10014,2024-03-12,c0148,P019,SR10,1,0.05,118.75
10018,2024-03-01,c0178,P018,SR01,1,0.0,360.0
10020,2024-03-29,c0329,P004,SR05,1,0.1,40.5
10036,2024-03-14,c0233,P002,SR05,1,0.05,61.75
10041,2024-03-19,c0058,P002,SR02,4,0.2,52.0
10043,2024-03-15,c0288,P002,SR04,2,0.1,58.5
10055,2024-03-04,c0205,P017,SR08,1,0.0,285.0
10059,2024-03-16,c0046,P015,SR06,1,0.05,13.3
10062,2024-03-17,c0116,P007,SR02,4,0.2,24.0
10063,2024-03-30,c0174,P018,SR02,1,0.1,324.0
10065,2024-03-13,c0223,P009,SR02,3,0.0,145.0
10080,2024-03-27,c0298,P012,SR02,1,0.1,28.8
10082,2024-03-24,c0130,P007,SR06,2,0.2,24.0
10104,2024-03-03,c0073,P001,SR09,4,0.0,15.0
10107,2024-03-22,c0279,P019,SR01,1,0.1,112.5
10122,2024-03-14,c0039,P013,SR07,1,0.0,45.0
10132,2024-03-17,c0254,P002,SR03,1,0.1,58.5
10137,2024-03-10,c0196,P013,SR01,2,0.0,45.0
10139,2024-03-07,c0300,P003,SR06,2,0.0,35.0
10165,2024-03-23,c0099,P009,SR03,1,0.05,137.75
10169,2024-03-02,c0256,P003,SR07,1,0.05,33.25
10183,2024-03-27,c0101,P008,SR08,1,0.15,72.25
10213,2024-03-10,c0312,P019,SR05,1,0.0,125.0
10231,2024-03-09,c0349,P005,SR04,2,0.2,44.0
10232,2024-03-14,c0192,P005,SR04,1,0.0,55.0
10244,2024-03-09,c0131,P005,SR08,1,0.05,52.25
10247,2024-03-26,c0289,P017,SR08,1,0.05,270.75
10255,2024-03-08,c0214,P015,SR08,1,0.0,14.0
10256,2024-03-19,c0214,P020,SR09,1,0.2,44.0
10289,2024-03-23,c0110,P019,SR03,2,0.0,125.0
10291,2024-03-13,c0251,P019,SR04,1,0.0,125.0
10295,2024-03-08,c0264,P002,SR09,1,0.05,61.75
10296,2024-03-26,c0120,P016,SR01,1,0.1,148.5
10305,2024-03-07,c0342,P012,SR02,1,0.15,27.2
10332,2024-03-02,c0049,P006,SR05,2,0.0,50.0
10383,2024-03-14,c0010,P004,SR08,1,0.05,42.75
10388,2024-03-19,c0241,P018,SR06,2,0.15,306.0
10430,2024-03-02,c0086,P018,SR10,1,0.05,342.0
10434,2024-03-08,c0252,P016,SR08,2,0.05,156.75
10435,2024-03-30,c0332,P011,SR05,1,0.1,99.0
10441,2024-03-24,c0088,P018,SR06,2,0.1,324.0
10447,2024-03-29,c0093,P007,SR01,2,0.0,30.0
10449,2024-03-31,c0346,P014,SR01,2,0.05,9.5
10476,2024-03-28,c0194,P008,SR07,1,0.05,80.75
10478,2024-03-13,c0141,P006,SR06,2,0.0,50.0
10489,2024-03-23,c0179,P018,SR04,2,0.0,360.0
10495,2024-03-24,c0182,P007,SR07,1,0.0,30.0
10502,2024-03-14,c0166,P011,SR07,1,0.0,110.0
10515,2024-03-13,c0248,P017,SR09,2,0.05,270.75
10540,2024-03-27,c0076,P016,SR03,1,0.1,148.5
10565,2024-03-02,c0132,P020,SR10,1,0.05,52.25
10577,2024-03-01,c0129,P013,SR05,2,0.0,45.0
10582,2024-03-19,c0005,P014,SR02,2,0.0,10.0
10591,2024-03-01,c0029,P019,SR02,2,0.0,125.0
10624,2024-03-29,c0176,P018,SR03,4,0.0,360.0
10631,2024-03-17,c0188,P014,SR06,1,0.1,9.0
10652,2024-03-12,c0155,P012,SR01,1,0.1,28.8
10680,2024-03-13,c0059,P016,SR02,2,0.15,140.25
10688,2024-03-18,c0262,P003,SR08,2,0.1,31.5
10720,2024-03-04,c0258,P012,SR09,1,0.1,28.8
10725,2024-03-03,c0012,P013,SR01,1,0.2,36.0
10757,2024-03-06,c0321,P019,SR04,1,0.1,112.5
10773,2024-03-29,c0072,P001,SR04,1,0.0,15.0
10779,2024-03-13,c0167,P004,SR03,1,0.05,42.75
10834,2024-03-08,c0302,P002,SR03,4,0.05,61.75
10847,2024-03-25,c0282,P008,SR05,4,0.05,80.75
10848,2024-03-05,c0134,P019,SR07,1,0.0,125.0
10851,2024-03-28,c0303,P008,SR03,1,0.05,80.75
10856,2024-03-15,c0142,P002,SR08,1,0.1,58.5
10863,2024-03-10,c0048,P011,SR07,2,0.0,110.0
10873,2024-03-13,c0308,P007,SR02,2,0.2,24.0
10879,2024-03-15,c0340,P005,SR03,1,0.0,55.0
10884,2024-03-20,c0083,P010,SR01,1,0.0,225.0
10894,2024-03-27,c0041,P011,SR10,1,0.15,93.5
10900,2024-03-10,c0027,P015,SR02,2,0.2,11.2
10904,2024-03-22,c0192,P006,SR08,1,0.2,40.0
10909,2024-03-21,c0325,P005,SR04,1,0.05,52.25
10919,2024-03-19,c0146,P019,SR10,1,0.05,118.75
10922,2024-03-08,c0305,P020,SR02,1,0.0,55.0
10926,2024-03-23,c0319,P003,SR06,4,0.05,33.25
10933,2024-03-05,c0100,P010,SR01,2,0.0,225.0
10946,2024-03-01,c0270,P020,SR06,1,0.0,55.0
10947,2024-03-11,c0090,P002,SR04,1,0.05,61.75
10952,2024-03-29,c0215,P001,SR10,2,0.0,15.0
10958,2024-03-14,c0274,P010,SR04,3,0.05,213.75
10959,2024-03-22,c0017,P009,SR01,1,0.0,145.0
10978,2024-03-18,c0272,P019,SR02,3,0.0,125.0
11006,2024-03-24,c0291,P019,SR02,1,0.0,125.0
11017,2024-03-28,c0204,P016,SR07,1,0.1,148.5
11022,2024-03-05,c0011,P012,SR10,3,0.05,30.4
11026,2024-03-30,c0256,P016,SR01,1,0.1,148.5
11040,2024-03-30,c0049,P006,SR07,1,0.2,40.0
11050,2024-03-08,c0034,P002,SR05,1,0.1,58.5
11055,2024-03-02,c0308,P008,SR06,1,0.0,85.0
11078,2024-03-22,c0072,P002,SR07,1,0.0,65.0
11085,2024-03-14,c0108,P017,SR04,1,0.1,256.5
11088,2024-03-18,c0326,P018,SR05,1,0.05,342.0
11101,2024-03-09,c0084,P007,SR07,1,0.1,27.0
11106,2024-03-15,c0237,P007,SR02,3,0.05,28.5
11109,2024-03-31,c0238,P006,SR06,2,0.0,50.0
11123,2024-03-31,c0164,P011,SR02,2,0.1,99.0
11125,2024-03-24,c0191,P019,SR02,2,0.1,112.5
11126,2024-03-09,c0265,P002,SR02,1,0.15,55.25
11148,2024-03-27,c0002,P012,SR06,2,0.2,25.6
11156,2024-03-15,c0103,P009,SR10,1,0.0,145.0
