Order_ID,Order_Date,Customer_ID,Product_ID,Sales_Rep_ID,Quantity,Discount_Pct,Unit_Selling_Price
10026,2024-10-27,C0224,P019,SR10,1,0.05,118.75
10029,2024-10-30,C0169,P013,SR09,3,0.05,42.75
10048,2024-10-07,C0280,P012,SR02,2,0.2,25.6
10057,2024-10-27,C0217,P001,SR06,3,0.1,13.5
10064,2024-10-31,C0317,P003,SR06,1,0.15,29.75
10077,2024-10-21,C0243,P019,SR10,3,0.05,118.75
10091,2024-10-11,C0001,P003,SR06,1,0.0,35.0
10114,2024-10-19,C0300,P004,SR07,2,0.15,38.25
10118,2024-10-01,C0290,P014,SR04,1,0.0,10.0
10154,2024-10-17,C0158,P010,SR06,1,0.0,225.0
10158,2024-10-15,C0164,P014,SR01,1,0.15,8.5
10163,2024-10-13,C0005,P019,SR02,1,0.0,125.0
10196,2024-10-04,C0213,P012,SR03,3,0.15,27.2
10199,2024-10-28,C0238,P007,SR07,2,0.05,28.5
10201,2024-10-11,C0269,P018,SR02,1,0.05,342.0
10202,2024-10-09,C0050,P015,SR03,1,0.05,13.3
10205,2024-10-21,C0108,P015,SR09,2,0.2,11.2
10225,2024-10-27,C0161,P017,SR06,2,0.1,256.5
10239,2024-10-27,C0228,P011,SR04,1,0.05,104.5
10253,2024-10-20,C0059,P010,SR03,1,0.15,191.25
10257,2024-10-10,C0026,P017,SR02,1,0.1,256.5
10268,2024-10-28,C0016,P001,SR07,1,0.0,15.0
10275,2024-10-12,C0277,P001,SR05,1,0.1,13.5
10277,2024-10-05,C0176,P017,SR05,2,0.0,285.0
10282,2024-10-29,C0294,P015,SR05,1,0.15,11.9
10303,2024-10-02,C0157,P019,SR04,2,0.1,112.5
10310,2024-10-17,C0237,P020,SR08,1,0.05,52.25
10326,2024-10-11,C0105,P010,SR02,3,0.15,191.25
10330,2024-10-22,C0258,P017,SR09,1,0.05,270.75
10348,2024-10-04,C0068,P005,SR05,1,0.1,49.5
10368,2024-10-24,C0320,P016,SR02,1,0.0,165.0
