Order_ID,Order_Date,Customer_ID,Product_ID,Sales_Rep_ID,Quantity,Discount_Pct,Unit_Selling_Price
10003,2024-11-06,C0227,P010,SR02,1,0.0,225.0
10006,2024-11-13,C0245,P012,SR09,1,0.1,28.8
10013,2024-11-28,C0226,P007,SR04,1,0.05,28.5
10015,2024-11-08,C0218,P009,SR01,3,0.1,130.5
10022,2024-11-27,C0170,P009,SR08,3,0.0,145.0
10050,2024-11-04,C0008,P015,SR02,2,0.05,13.3
10054,2024-11-14,C0214,P002,SR08,1,0.1,58.5
10056,2024-11-15,C0338,P014,SR06,1,0.0,10.0
10066,2024-11-23,C0178,P020,SR07,2,0.1,49.5
10081,2024-11-20,C0041,P015,SR08,1,0.05,13.3
10090,2024-11-29,C0130,P009,SR05,3,0.05,137.75
10101,2024-11-23,C0345,P014,SR04,2,0.0,10.0
10108,2024-11-05,C0089,P015,SR01,1,0.05,13.3
10159,2024-11-05,C0238,P020,SR03,3,0.1,49.5
10162,2024-11-11,C0160,P011,SR02,2,0.0,110.0
10172,2024-11-09,C0065,P013,SR05,2,0.1,40.5
10228,2024-11-20,C0061,P010,SR02,1,0.2,180.0
10254,2024-11-14,C0049,P007,SR05,1,0.1,27.0
10263,2024-11-11,C0268,P002,SR07,1,0.15,55.25
10287,2024-11-29,C0084,P017,SR09,1,0.0,285.0
10292,2024-11-12,C0164,P008,SR01,1,0.2,68.0
10293,2024-11-15,C0161,P020,SR09,2,0.1,49.5
10294,2024-11-04,C0227,P009,SR09,1,0.05,137.75
10301,2024-11-27,C0076,P014,SR09,1,0.0,10.0
10302,2024-11-03,C0093,P008,SR05,2,0.1,76.5
10390,2024-11-20,C0320,P011,SR09,1,0.1,99.0
10392,2024-11-02,C0141,P019,SR01,1,0.15,106.25
10405,2024-11-21,C0149,P008,SR06,1,0.05,80.75
10418,2024-11-26,C0264,P001,SR07,2,0.05,14.25
10422,2024-11-07,C0096,P020,SR02,2,0.05,52.25
10433,2024-11-28,C0050,P011,SR06,1,0.1,99.0
10451,2024-11-19,C0114,P001,SR10,2,0.1,13.5
10469,2024-11-09,C0306,P005,SR09,1,0.15,46.75
10499,2024-11-13,C0169,P005,SR02,2,0.2,44.0
10519,2024-11-09,C0161,P011,SR02,1,0.0,110.0
10521,2024-11-14,C0077,P014,SR03,1,0.05,9.5
10522,2024-11-16,C0091,P014,SR08,1,0.15,8.5
10536,2024-11-06,C0302,P005,SR04,2,0.1,49.5
10538,2024-11-12,C0137,P006,SR03,2,0.1,45.0
10552,2024-11-12,C0295,P017,SR07,1,0.1,256.5
10573,2024-11-08,C0040,P013,SR02,1,0.0,45.0
10585,2024-11-26,C0182,P006,SR04,3,0.1,45.0
10607,2024-11-13,C0235,P007,SR08,1,0.15,25.5
10611,2024-11-04,C0119,P012,SR01,2,0.1,28.8
10635,2024-11-13,C0185,P006,SR03,3,0.05,47.5
10661,2024-11-03,C0058,P017,SR09,1,0.05,270.75
10667,2024-11-18,C0152,P005,SR03,2,0.05,52.25
10679,2024-11-06,C0037,P013,SR06,1,0.2,36.0
10689,2024-11-05,C0283,P013,SR01,1,0.1,40.5
10708,2024-11-18,C0106,P011,SR01,2,0.05,104.5
10712,2024-11-11,C0076,P014,SR01,1,0.0,10.0
10717,2024-11-09,C0094,P009,SR09,2,0.1,130.5
10734,2024-11-13,C0221,P004,SR06,1,0.05,42.75
10735,2024-11-24,C0231,P019,SR03,2,0.1,112.5
10745,2024-11-22,C0306,P012,SR01,3,0.1,28.8
10750,2024-11-11,C0182,P020,SR06,1,0.15,46.75
10795,2024-11-29,C0035,P017,SR03,1,0.2,228.0
10800,2024-11-01,C0230,P020,SR01,1,0.15,46.75
