Order_ID,Order_Date,Customer_ID,Product_ID,Sales_Rep_ID,Quantity,Discount_Pct,Unit_Selling_Price
10009,2024-06-06,C0324,P018,SR05,1,0.1,324.0
10017,2024-06-25,C0009,P003,SR04,4,0.05,33.25
10019,2024-06-08,C0227,P006,SR08,2,0.05,47.5
10024,2024-06-24,C0090,P018,SR06,4,0.1,324.0
10025,2024-06-24,C0284,P005,SR01,1,0.05,52.25
10032,2024-06-08,C0158,P007,SR02,2,0.2,24.0
10039,2024-06-23,C0285,P012,SR04,2,0.0,32.0
10052,2024-06-01,C0222,P014,SR07,1,0.0,10.0
10084,2024-06-12,C0301,P015,SR10,1,0.1,12.6
10088,2024-06-23,C0204,P005,SR01,2,0.05,52.25
10129,2024-06-12,C0242,P005,SR01,2,0.05,52.25
10151,2024-06-02,C0196,P018,SR07,1,0.05,342.0
10174,2024-06-12,C0188,P011,SR05,2,0.05,104.5
10193,2024-06-29,C0160,P016,SR02,1,0.1,148.5
10195,2024-06-01,C0315,P014,SR10,1,0.1,9.0
10235,2024-06-22,C0316,P012,SR09,2,0.05,30.4
10238,2024-06-30,C0106,P013,SR06,1,0.0,45.0
10243,2024-06-02,C0142,P005,SR10,4,0.0,55.0
10246,2024-06-09,C0178,P004,SR10,1,0.1,40.5
10249,2024-06-25,C0017,P002,SR06,1,0.05,61.75
10260,2024-06-26,C0197,P019,SR08,1,0.1,112.5
10266,2024-06-24,C0107,P005,SR04,2,0.1,49.5
10269,2024-06-06,C0269,P002,SR04,4,0.05,61.75
10299,2024-06-20,C0201,P009,SR04,2,0.15,123.25
10321,2024-06-22,C0343,P013,SR07,1,0.0,45.0
10323,2024-06-09,C0127,P004,SR02,1,0.2,36.0
10338,2024-06-04,C0007,P004,SR05,3,0.1,40.5
10341,2024-06-24,C0116,P012,SR06,1,0.1,28.8
10349,2024-06-10,C0342,P019,SR03,1,0.1,112.5
10363,2024-06-11,C0048,P009,SR08,2,0.05,137.75
10413,2024-06-23,C0104,P012,SR06,1,0.2,25.6
10420,2024-06-05,C0098,P002,SR07,2,0.0,65.0
10425,2024-06-29,C0068,P015,SR01,1,0.05,13.3
10443,2024-06-04,C0255,P011,SR05,1,0.15,93.5
10463,2024-06-29,C0248,P020,SR07,3,0.2,44.0
10466,2024-06-16,C0103,P006,SR05,1,0.0,50.0
10480,2024-06-23,C0109,P001,SR01,1,0.05,14.25
10484,2024-06-16,C0339,P001,SR05,2,0.0,15.0
10503,2024-06-05,C0230,P020,SR09,1,0.1,49.5
10511,2024-06-12,C0083,P001,SR10,1,0.05,14.25
10535,2024-06-01,C0277,P020,SR08,2,0.0,55.0
10537,2024-06-25,C0314,P007,SR01,1,0.05,28.5
10542,2024-06-08,C0046,P020,SR07,1,0.05,52.25
10555,2024-06-19,C0025,P003,SR05,1,0.2,28.0
10575,2024-06-26,C0346,P018,SR01,1,0.05,342.0
10587,2024-06-11,C0143,P016,SR01,4,0.1,148.5
10592,2024-06-01,C0276,P016,SR03,2,0.15,140.25
10597,2024-06-30,C0210,P011,SR05,2,0.15,93.5
10603,2024-06-14,C0131,P013,SR02,1,0.1,40.5
10608,2024-06-29,C0215,P009,SR03,1,0.05,137.75
10623,2024-06-29,C0184,P002,SR09,1,0.1,58.5
10644,2024-06-04,C0189,P016,SR07,1,0.05,156.75
10650,2024-06-30,C0001,P012,SR03,2,0.0,32.0
10690,2024-06-11,C0060,P006,SR05,3,0.0,50.0
10741,2024-06-07,C0163,P019,SR05,2,0.1,112.5
10758,2024-06-07,C0057,P014,SR02,1,0.1,9.0
10761,2024-06-10,C0128,P012,SR06,1,0.05,30.4
10785,2024-06-02,C0042,P011,SR06,1,0.1,99.0
10789,2024-06-02,C0140,P011,SR03,3,0.0,110.0
10808,2024-06-29,C0255,P007,SR01,1,0.0,30.0
10814,2024-06-28,C0172,P018,SR03,1,0.1,324.0
10838,2024-06-23,C0319,P012,SR02,1,0.15,27.2
10843,2024-06-28,C0253,P017,SR05,2,0.0,285.0
10887,2024-06-22,C0152,P011,SR10,1,0.05,104.5
10891,2024-06-05,C0191,P008,SR08,2,0.1,76.5
10895,2024-06-26,C0063,P004,SR05,1,0.15,38.25
10924,2024-06-27,C0198,P020,SR08,1,0.05,52.25
10943,2024-06-02,C0035,P015,SR03,1,0.1,12.6
10949,2024-06-18,C0307,P012,SR08,1,0.1,28.8
10953,2024-06-24,C0117,P006,SR09,1,0.05,47.5
10963,2024-06-29,C0131,P002,SR01,3,0.1,58.5
10970,2024-06-02,C0090,P014,SR07,1,0.05,9.5
11008,2024-06-25,C0139,P002,SR10,1,0.1,58.5
11009,2024-06-09,C0013,P008,SR09,1,0.1,76.5
11013,2024-06-30,C0013,P019,SR03,2,0.1,112.5
11015,2024-06-04,C0082,P013,SR05,1,0.0,45.0
11020,2024-06-26,C0143,P010,SR08,3,0.0,225.0
11025,2024-06-07,C0309,P010,SR09,1,0.05,213.75
11030,2024-06-29,C0033,P007,SR08,1,0.1,27.0
11033,2024-06-30,C0307,P010,SR06,4,0.15,191.25
11047,2024-06-13,C0145,P018,SR05,2,0.05,342.0
11060,2024-06-30,C0025,P005,SR08,1,0.1,49.5
11064,2024-06-20,C0109,P002,SR05,1,0.0,65.0
11084,2024-06-26,C0298,P006,SR07,1,0.2,40.0
11099,2024-06-28,C0066,P020,SR10,1,0.1,49.5
11111,2024-06-13,C0049,P020,SR01,1,0.0,55.0
11138,2024-06-02,C0285,P016,SR04,1,0.05,156.75
11146,2024-06-30,C0125,P003,SR06,1,0.15,29.75
11158,2024-06-09,C0176,P015,SR02,3,0.1,12.6
11165,2024-06-17,C0022,P002,SR05,1,0.05,61.75
11177,2024-06-20,C0231,P016,SR03,1,0.0,165.0
11197,2024-06-15,C0188,P009,SR01,1,0.2,116.0
11203,2024-06-24,C0241,P006,SR02,3,0.05,47.5
11216,2024-06-21,C0208,P016,SR08,1,0.1,148.5
11224,2024-06-16,C0244,P003,SR07,2,0.1,31.5
11227,2024-06-09,C0094,P014,SR05,4,0.05,9.5
11230,2024-06-28,C0341,P020,SR06,2,0.1,49.5
11238,2024-06-20,C0137,P008,SR02,1,0.0,85.0
11239,2024-06-26,C0077,P018,SR04,1,0.05,342.0
11254,2024-06-01,C0066,P009,SR05,1,0.0,145.0
11257,2024-06-30,C0199,P014,SR10,1,0.05,9.5
11262,2024-06-30,C0086,P019,SR05,1,0.1,112.5
11267,2024-06-14,C0279,P019,SR08,4,0.05,118.75
11303,2024-06-03,C0257,P011,SR04,1,0.05,104.5
11309,2024-06-11,C0049,P014,SR06,1,0.05,9.5
11317,2024-06-25,C0217,P011,SR06,1,0.0,110.0
11320,2024-06-28,C0235,P004,SR04,1,0.1,40.5
11331,2024-06-15,C0037,P018,SR06,1,0.0,360.0
11351,2024-06-08,C0267,P006,SR06,4,0.1,45.0
11354,2024-06-29,C0320,P019,SR06,1,0.1,112.5
11357,2024-06-12,C0277,P005,SR04,1,0.1,49.5
11363,2024-06-07,C0128,P013,SR02,1,0.15,38.25
11427,2024-06-02,C0036,P016,SR05,2,0.15,140.25
11444,2024-06-14,C0139,P011,SR04,1,0.0,110.0
11457,2024-06-11,C0331,P009,SR03,1,0.1,130.5
11464,2024-06-03,C0172,P008,SR06,1,0.1,76.5
11521,2024-06-11,C0271,P006,SR05,1,0.0,50.0
11528,2024-06-04,C0238,P018,SR04,1,0.2,288.0
11546,2024-06-13,C0222,P007,SR10,1,0.1,27.0
11577,2024-06-18,C0205,P017,SR07,1,0.05,270.75
11578,2024-06-06,C0141,P019,SR07,1,0.1,112.5
11595,2024-06-24,C0341,P009,SR07,1,0.0,145.0
11620,2024-06-02,C0228,P008,SR01,2,0.0,85.0
11646,2024-06-26,C0245,P011,SR08,2,0.1,99.0
11651,2024-06-02,C0010,P001,SR05,1,0.1,13.5
11674,2024-06-24,C0269,P011,SR09,4,0.0,110.0
11679,2024-06-20,C0316,P015,SR08,1,0.1,12.6
11685,2024-06-23,C0332,P005,SR05,4,0.1,49.5
11716,2024-06-03,C0245,P015,SR08,1,0.15,11.9
11718,2024-06-09,C0019,P013,SR06,3,0.15,38.25
11721,2024-06-05,C0258,P004,SR03,1,0.1,40.5
11725,2024-06-06,C0029,P019,SR10,1,0.15,106.25
11739,2024-06-10,C0340,P008,SR07,2,0.1,76.5
11749,2024-06-23,C0251,P005,SR08,1,0.0,55.0
