Order_ID,Order_Date,Customer_ID,Product_ID,Sales_Rep_ID,Quantity,Discount_Pct,Unit_Selling_Price
10010,2024-07-11,c0073,P015,SR01,1,0.0,14.0
10012,2024-07-16,c0295,P014,SR08,1,0.0,10.0
10033,2024-07-24,c0077,P012,SR07,1,0.05,30.4
10037,2024-07-14,c0242,P004,SR01,2,0.1,40.5
10038,2024-07-11,c0022,P018,SR02,4,0.05,342.0
10049,2024-07-26,c0027,P008,SR09,2,0.0,85.0
10067,2024-07-26,c0314,P003,SR09,1,0.1,31.5
10071,2024-07-29,c0150,P005,SR08,4,0.1,49.5
10073,2024-07-25,c0332,P017,SR05,2,0.1,256.5
10095,2024-07-02,c0178,P012,SR06,1,0.05,30.4
10099,2024-07-11,c0311,P011,SR10,1,0.1,99.0
10109,2024-07-17,c0143,P019,SR09,1,0.15,106.25
10173,2024-07-31,c0181,P018,SR05,3,0.2,288.0
10175,2024-07-01,c0117,P004,SR02,1,0.1,40.5
10200,2024-07-21,c0256,P011,SR09,3,0.2,88.0
10204,2024-07-02,c0003,P019,SR07,2,0.05,118.75
10220,2024-07-06,c0060,P019,SR01,2,0.05,118.75
10221,2024-07-29,c0152,P013,SR10,2,0.1,40.5
10242,2024-07-21,c0148,P015,SR07,1,0.05,13.3
10271,2024-07-14,c0281,P020,SR02,1,0.1,49.5
10290,2024-07-19,c0284,P020,SR07,1,0.1,49.5
10311,2024-07-07,c0049,P014,SR01,1,0.1,9.0
10313,2024-07-10,c0318,P010,SR06,3,0.1,202.5
10335,2024-07-13,c0156,P012,SR09,1,0.0,32.0
10339,2024-07-11,c0047,P020,SR03,1,0.05,52.25
10346,2024-07-14,c0274,P009,SR01,1,0.1,130.5
10358,2024-07-02,c0020,P009,SR10,3,0.0,145.0
10360,2024-07-01,c0250,P004,SR06,1,0.15,38.25
10373,2024-07-06,c0128,P009,SR01,2,0.05,137.75
10374,2024-07-12,c0191,P008,SR07,1,0.05,80.75
10376,2024-07-06,c0173,P002,SR03,1,0.1,58.5
10401,2024-07-28,c0229,P013,SR04,2,0.15,38.25
10414,2024-07-05,c0175,P009,SR02,1,0.1,130.5
10424,2024-07-17,c0026,P010,SR03,1,0.0,225.0
10453,2024-07-11,c0278,P002,SR08,1,0.2,52.0
10456,2024-07-17,c0303,P007,SR10,3,0.05,28.5
10461,2024-07-07,c0164,P002,SR08,1,0.1,58.5
10465,2024-07-06,c0054,P006,SR05,2,0.0,50.0
10470,2024-07-24,c0185,P016,SR06,1,0.05,156.75
10475,2024-07-09,c0217,P019,SR04,4,0.05,118.75
10494,2024-07-15,c0047,P007,SR04,4,0.05,28.5
10497,2024-07-20,c0057,P008,SR10,1,0.15,72.25
10498,2024-07-20,c0017,P002,SR06,1,0.05,61.75
10516,2024-07-30,c0168,P007,SR01,2,0.05,28.5
10523,2024-07-27,c0073,P006,SR09,1,0.0,50.0
10525,2024-07-05,c0341,P002,SR10,1,0.05,61.75
10526,2024-07-06,c0230,P008,SR04,1,0.1,76.5
10530,2024-07-25,c0129,P003,SR06,2,0.2,28.0
10546,2024-07-19,c0234,P011,SR07,1,0.15,93.5
10569,2024-07-27,c0211,P012,SR07,2,0.05,30.4
10574,2024-07-22,c0138,P012,SR01,1,0.15,27.2
10579,2024-07-25,c0279,P006,SR08,1,0.0,50.0
10588,2024-07-05,c0304,P003,SR06,1,0.05,33.25
10590,2024-07-26,c0197,P010,SR03,1,0.2,180.0
10594,2024-07-09,c0315,P005,SR03,1,0.05,52.25
10602,2024-07-25,c0268,P008,SR06,2,0.05,80.75
10606,2024-07-27,c0128,P020,SR04,1,0.15,46.75
10610,2024-07-25,c0095,P014,SR04,1,0.1,9.0
10640,2024-07-23,c0337,P004,SR01,1,0.0,45.0
10645,2024-07-28,c0286,P007,SR02,1,0.1,27.0
10651,2024-07-26,c0265,P015,SR01,2,0.1,12.6
10662,2024-07-06,c0083,P003,SR08,1,0.05,33.25
10664,2024-07-26,c0137,P015,SR08,1,0.05,13.3
10678,2024-07-18,c0203,P005,SR10,1,0.05,52.25
10681,2024-07-06,c0307,P011,SR07,1,0.1,99.0
10683,2024-07-02,c0162,P020,SR09,2,0.1,49.5
10685,2024-07-09,c0182,P010,SR05,2,0.1,202.5
10722,2024-07-05,c0346,P016,SR06,2,0.15,140.25
10742,2024-07-05,c0138,P002,SR02,1,0.05,61.75
10766,2024-07-16,c0337,P013,SR07,1,0.1,40.5
10767,2024-07-17,c0046,P015,SR01,2,0.15,11.9
10776,2024-07-11,c0058,P015,SR01,1,0.2,11.2
10778,2024-07-06,c0163,P005,SR04,2,0.15,46.75
10782,2024-07-18,c0298,P016,SR03,1,0.2,132.0
10799,2024-07-28,c0169,P010,SR10,1,0.05,213.75
10801,2024-07-06,c0004,P017,SR04,1,0.0,285.0
10803,2024-07-07,c0291,P008,SR08,2,0.2,68.0
10810,2024-07-18,c0152,P019,SR05,1,0.05,118.75
10815,2024-07-28,c0236,P006,SR05,3,0.0,50.0
10817,2024-07-14,c0098,P002,SR06,1,0.05,61.75
10818,2024-07-03,c0085,P016,SR07,1,0.15,140.25
10839,2024-07-21,c0147,P003,SR07,1,0.1,31.5
10860,2024-07-29,c0025,P016,SR06,3,0.0,165.0
10870,2024-07-07,c0095,P009,SR08,2,0.2,116.0
10871,2024-07-09,c0256,P009,SR05,1,0.15,123.25
10877,2024-07-27,c0130,P013,SR10,1,0.1,40.5
10896,2024-07-27,c0227,P016,SR05,4,0.0,165.0
10905,2024-07-27,c0089,P020,SR05,1,0.05,52.25
10911,2024-07-03,c0322,P009,SR04,1,0.1,130.5
10920,2024-07-14,c0323,P007,SR08,1,0.1,27.0
10929,2024-07-25,c0110,P003,SR08,1,0.1,31.5
10931,2024-07-16,c0321,P019,SR01,1,0.0,125.0
10935,2024-07-24,c0078,P016,SR07,1,0.1,148.5
10941,2024-07-10,c0219,P005,SR02,2,0.0,55.0
10948,2024-07-27,c0097,P010,SR03,1,0.0,225.0
10967,2024-07-07,c0310,P001,SR01,1,0.1,13.5
10977,2024-07-01,c0268,P008,SR02,2,0.0,85.0
10983,2024-07-10,c0069,P005,SR09,2,0.1,49.5
11010,2024-07-28,c0229,P019,SR10,2,0.05,118.75
11014,2024-07-04,c0250,P012,SR02,1,0.15,27.2
11018,2024-07-06,c0329,P015,SR05,1,0.05,13.3
11046,2024-07-14,c0044,P020,SR07,4,0.15,46.75
11061,2024-07-16,c0057,P019,SR01,4,0.0,125.0
11065,2024-07-16,c0087,P009,SR01,1,0.1,130.5
11070,2024-07-15,c0158,P012,SR04,1,0.1,28.8
11071,2024-07-14,c0307,P014,SR05,1,0.1,9.0
11081,2024-07-22,c0194,P011,SR06,1,0.05,104.5
