Order_ID,Order_Date,Customer_ID,Product_ID,Sales_Rep_ID,Quantity,Discount_Pct,Unit_Selling_Price
10001,2024-12-29,C0039,P015,SR08,1,0.1,12.6
10002,2024-12-14,C0210,P001,SR10,2,0.05,14.25
10008,2024-12-05,C0065,P017,SR03,1,0.05,270.75
10030,2024-12-21,C0191,P006,SR07,3,0.15,42.5
10051,2024-12-14,C0181,P003,SR04,2,0.0,35.0
10061,2024-12-18,C0002,P001,SR01,3,0.05,14.25
10083,2024-12-10,C0028,P002,SR03,2,0.05,61.75
10086,2024-12-26,C0257,P005,SR04,1,0.1,49.5
10098,2024-12-17,C0005,P015,SR06,1,0.0,14.0
10103,2024-12-26,C0090,P002,SR02,1,0.15,55.25
10111,2024-12-20,C0110,P014,SR10,2,0.1,9.0
10115,2024-12-29,C0021,P011,SR07,3,0.05,104.5
10136,2024-12-18,C0164,P003,SR09,1,0.05,33.25
10141,2024-12-19,C0286,P020,SR08,1,0.05,52.25
10146,2024-12-29,C0321,P020,SR06,1,0.2,44.0
10156,2024-12-12,C0130,P003,SR02,3,0.05,33.25
10182,2024-12-09,C0173,P019,SR05,2,0.2,100.0
10186,2024-12-31,C0228,P011,SR04,2,0.0,110.0
10188,2024-12-15,C0008,P010,SR06,1,0.15,191.25
10216,2024-12-24,C0202,P006,SR04,1,0.1,45.0
10222,2024-12-21,C0192,P019,SR04,1,0.0,125.0
10230,2024-12-30,C0051,P019,SR10,2,0.0,125.0
10240,2024-12-28,C0021,P004,SR02,1,0.05,42.75
10245,2024-12-10,C0341,P012,SR09,1,0.05,30.4
10248,2024-12-19,C0028,P011,SR09,2,0.05,104.5
10264,2024-12-30,C0259,P018,SR08,1,0.15,306.0
10267,2024-12-31,C0246,P019,SR09,2,0.1,112.5
10274,2024-12-29,C0213,P002,SR06,2,0.1,58.5
10278,2024-12-15,C0271,P003,SR01,1,0.1,31.5
10281,2024-12-08,C0128,P003,SR04,2,0.05,33.25
10304,2024-12-13,C0028,P004,SR06,2,0.05,42.75
10306,2024-12-12,C0257,P008,SR07,1,0.1,76.5
10315,2024-12-09,C0277,P019,SR07,1,0.0,125.0
10322,2024-12-05,C0338,P018,SR02,2,0.0,360.0
10336,2024-12-25,C0075,P016,SR10,1,0.1,148.5
10343,2024-12-28,C0234,P019,SR02,1,0.1,112.5
10364,2024-12-02,C0337,P017,SR01,3,0.05,270.75
10367,2024-12-14,C0214,P011,SR03,2,0.1,99.0
10387,2024-12-19,C0127,P011,SR09,2,0.0,110.0
10389,2024-12-08,C0088,P018,SR08,1,0.0,360.0
10406,2024-12-21,C0021,P011,SR03,2,0.0,110.0
10428,2024-12-26,C0248,P001,SR02,1,0.1,13.5
10445,2024-12-14,C0141,P013,SR10,3,0.0,45.0
10464,2024-12-16,C0254,P009,SR09,1,0.1,130.5
10506,2024-12-17,C0048,P006,SR09,1,0.1,45.0
10532,2024-12-13,C0021,P018,SR07,2,0.0,360.0
10550,2024-12-19,C0141,P001,SR02,1,0.05,14.25
10564,2024-12-04,C0003,P014,SR08,1,0.1,9.0
10580,2024-12-22,C0340,P012,SR01,1,0.1,28.8
10598,2024-12-08,C0059,P009,SR06,1,0.05,137.75
10599,2024-12-04,C0321,P007,SR04,1,0.05,28.5
10605,2024-12-29,C0299,P020,SR08,1,0.0,55.0
10613,2024-12-29,C0058,P002,SR04,1,0.2,52.0
10619,2024-12-09,C0278,P002,SR07,2,0.05,61.75
10626,2024-12-02,C0032,P009,SR08,1,0.1,130.5
10630,2024-12-30,C0337,P017,SR05,1,0.0,285.0
