Order_ID,Order_Date,Customer_ID,Product_ID,Sales_Rep_ID,Quantity,Discount_Pct,Unit_Selling_Price
10027,2024-02-09,C0040,P013,SR01,2,0.2,36.0
10031,2024-02-14,C0314,P019,SR07,1,0.1,112.5
10047,2024-02-27,C0015,P002,SR03,1,0.1,58.5
10075,2024-02-19,C0177,P019,SR09,1,0.0,125.0
10089,2024-02-13,C0312,P015,SR06,1,0.05,13.3
10092,2024-02-28,C0325,P001,SR01,1,0.0,15.0
10117,2024-02-20,C0271,P004,SR05,1,0.15,38.25
10119,2024-02-21,C0027,P015,SR03,1,0.1,12.6
10125,2024-02-16,C0141,P009,SR10,1,0.0,145.0
10127,2024-02-18,C0154,P005,SR04,1,0.0,55.0
10142,2024-02-05,C0333,P015,SR09,1,0.05,13.3
10148,2024-02-07,C0226,P014,SR04,1,0.15,8.5
10177,2024-02-11,C0021,P010,SR01,3,0.1,202.5
10179,2024-02-29,C0048,P001,SR10,3,0.05,14.25
10184,2024-02-12,C0109,P019,SR08,1,0.15,106.25
10190,2024-02-18,C0292,P004,SR09,2,0.05,42.75
10203,2024-02-13,C0278,P011,SR05,1,0.1,99.0
10262,2024-02-24,C0047,P015,SR08,1,0.0,14.0
10276,2024-02-03,C0041,P019,SR02,2,0.1,112.5
10280,2024-02-16,C0201,P020,SR01,2,0.05,52.25
10284,2024-02-08,C0252,P013,SR02,2,0.15,38.25
10312,2024-02-12,C0090,P007,SR05,1,0.05,28.5
10316,2024-02-08,C0192,P011,SR03,1,0.15,93.5
10328,2024-02-08,C0028,P003,SR04,2,0.0,35.0
10345,2024-02-06,C0170,P005,SR03,3,0.1,49.5
10347,2024-02-28,C0126,P020,SR01,1,0.1,49.5
10369,2024-02-04,C0184,P015,SR03,4,0.05,13.3
10385,2024-02-22,C0335,P004,SR07,2,0.1,40.5
10393,2024-02-25,C0179,P005,SR01,2,0.0,55.0
10399,2024-02-10,C0303,P016,SR02,2,0.1,148.5
